Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,year,age_group
34,Male,United States of America,No,No,1,Rarely,More than 1000,Yes,No,Yes,No,No,No,Yes,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,26-35
37,Male,United States of America,No,Yes,0,Never,More than 1000,Yes,Yes,Don't know,No,Yes,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,No,2016,36-45
38,Male,United States of America,No,No,0,Never,More than 1000,Yes,No,Yes,I am not sure,No,No,Yes,Don't know,No,No,No,Maybe,Maybe,Maybe,I don't know,Yes,2016,36-45
31,Male,United States of America,No,No,1,Sometimes,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,No,Maybe,No,Maybe,Yes,Yes,2016,26-35
33,Male,United States of America,No,No,0,Never,26-100,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
29,Female,United States of America,No,No,1,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,No,No,No,Maybe,No,Yes,2016,26-35
35,Male,United States of America,No,Yes,1,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,No,2016,26-35
42,Other,Canada,No,Yes,1,Often,1-5,Yes,Yes,No,Yes,No,No,No,Don't know,No,Maybe,No,No,No,Maybe,I don't know,Yes,2016,36-45
26,Female,United States of America,No,No,0,Never,26-100,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,Maybe,No,Maybe,I don't know,Yes,2016,26-35
36,Female,United States of America,No,Yes,1,Sometimes,500-1000,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,Yes,Maybe,2016,36-45
21,Male,United Kingdom,No,Yes,1,Sometimes,26-100,No,Yes,Don't know,I am not sure,I don't know,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,15-25
34,Female,United States of America,No,No,1,Often,26-100,Yes,Yes,Yes,I am not sure,No,No,No,Don't know,No,No,No,Yes,No,Maybe,Yes,Yes,2016,26-35
40,Male,Germany,Yes,No,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,36-45
35,Male,United States of America,No,No,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,No,Yes,2016,26-35
44,Male,United States of America,No,No,1,Often,6-25,Yes,Yes,Yes,Yes,No,No,No,Don't know,No,No,Yes,Yes,No,Maybe,Yes,Yes,2016,36-45
35,Other,Canada,No,Yes,0,Sometimes,6-25,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2016,26-35
45,Male,United States of America,No,No,0,Never,More than 1000,Yes,Yes,No,No,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,36-45
42,Male,United States of America,No,No,1,Sometimes,More than 1000,Yes,No,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Maybe,Yes,Yes,Maybe,Yes,Yes,2016,36-45
40,Male,United States of America,Yes,No,0,Sometimes,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Maybe,2016,36-45
50,Female,United States of America,Yes,No,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,46+
36,Male,United States of America,No,Yes,1,Sometimes,100-500,Yes,Yes,Yes,No,I don't know,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,Yes,2016,36-45
31,Female,United States of America,Yes,Yes,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,No,2016,26-35
29,Male,United States of America,No,No,0,Never,26-100,Yes,Yes,Don't know,No,Yes,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
37,Male,United States of America,No,No,0,Never,100-500,No,Yes,Yes,No,No,No,I don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Maybe,I don't know,Yes,2016,36-45
31,Male,United States of America,No,No,1,Often,26-100,Yes,Yes,No,I am not sure,No,No,Yes,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,26-35
42,Male,Canada,No,No,0,Never,More than 1000,Yes,No,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,36-45
25,Male,United States of America,No,No,0,Never,500-1000,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,15-25
27,Male,United States of America,No,Yes,1,Often,6-25,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,Yes,2016,26-35
41,Female,United States of America,No,No,1,Often,More than 1000,No,No,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,Yes,Maybe,2016,36-45
41,Female,United States of America,No,No,0,Often,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Maybe,No,No,Maybe,I don't know,Yes,2016,36-45
55,Female,United States of America,No,No,1,Never,More than 1000,No,No,Yes,Yes,Yes,No,Yes,Don't know,No,Maybe,No,No,No,Maybe,Yes,Yes,2016,46+
21,Male,United States of America,No,No,0,Never,More than 1000,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,No,No,2016,15-25
37,Male,Netherlands,No,No,0,Never,More than 1000,No,No,Don't know,I am not sure,Yes,No,I don't know,Don't know,No,Maybe,No,Maybe,Maybe,Maybe,Yes,Yes,2016,36-45
34,Female,Netherlands,No,No,0,Never,More than 1000,Yes,No,Don't know,No,No,No,Yes,Don't know,No,Maybe,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
40,Male,United Kingdom,No,No,0,Sometimes,More than 1000,No,No,Yes,Yes,No,No,I don't know,Don't know,No,No,No,No,No,Maybe,I don't know,Yes,2016,36-45
25,Male,Netherlands,Yes,No,0,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Yes,Maybe,I don't know,Yes,2016,15-25
36,Male,Germany,No,No,0,Sometimes,More than 1000,Yes,No,Yes,I am not sure,Yes,No,I don't know,Don't know,No,No,No,Maybe,No,Maybe,I don't know,No,2016,36-45
25,Male,Germany,No,No,0,Sometimes,26-100,No,Yes,No,I am not sure,No,No,No,Don't know,No,Maybe,Yes,Maybe,No,Maybe,No,Yes,2016,15-25
35,Male,United States of America,No,No,0,Never,100-500,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
37,Male,United States of America,No,No,1,Never,6-25,Yes,Yes,No,I am not sure,No,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,I don't know,No,2016,36-45
45,Male,United States of America,No,No,0,Sometimes,More than 1000,Yes,No,Yes,No,No,No,I don't know,Don't know,No,Maybe,No,Maybe,No,Maybe,No,Yes,2016,36-45
26,Male,United States of America,No,Yes,1,Often,6-25,No,Yes,No,No,No,No,No,Don't know,No,Maybe,Yes,Yes,No,Maybe,No,No,2016,26-35
23,Male,United States of America,No,No,0,Never,26-100,Yes,Yes,Yes,I am not sure,No,No,Yes,Don't know,No,Maybe,Maybe,No,No,Maybe,I don't know,Yes,2016,15-25
22,Female,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,No,No,Maybe,Maybe,No,No,2016,15-25
46,Female,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,No,2016,46+
31,Male,United Kingdom,No,No,0,Never,6-25,Yes,Yes,No,No,Yes,No,Yes,Don't know,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,2016,26-35
27,Male,United States of America,No,Yes,1,Often,100-500,Yes,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,2016,26-35
37,Male,United Kingdom,No,No,0,Never,6-25,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,2016,36-45
37,Male,United Kingdom,No,No,0,Never,100-500,No,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,Maybe,No,No,Maybe,Maybe,Yes,Yes,2016,36-45
26,Other,Netherlands,No,No,1,Often,1-5,Yes,Yes,Don't know,No,Yes,No,I don't know,Don't know,No,No,Yes,Yes,No,Maybe,Yes,Yes,2016,26-35
23,Male,Netherlands,No,Yes,1,Sometimes,500-1000,No,Yes,No,No,No,No,Yes,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,15-25
40,Male,United States of America,No,Yes,1,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,2016,36-45
29,Male,Denmark,No,No,0,Never,1-5,Yes,Yes,No,No,No,No,No,Don't know,No,No,Maybe,Yes,Maybe,Maybe,No,Yes,2016,26-35
37,Male,United States of America,No,No,1,Often,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,2016,36-45
34,Female,United States of America,No,Yes,1,Never,100-500,No,Yes,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,2016,26-35
40,Male,United States of America,No,No,1,Often,More than 1000,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,2016,36-45
39,Male,United States of America,No,No,1,Sometimes,500-1000,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,36-45
28,Male,United States of America,No,Yes,1,Sometimes,500-1000,Yes,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes,2016,26-35
28,Male,Belgium,Yes,No,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
27,Male,Germany,No,Yes,0,Never,26-100,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,No,No,No,Maybe,I don't know,Yes,2016,26-35
48,Male,United Kingdom,Yes,No,1,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,46+
49,Female,United States of America,No,No,1,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Maybe,I don't know,Maybe,2016,46+
35,Male,United Kingdom,No,No,1,Often,26-100,No,Yes,No,I am not sure,No,No,I don't know,Don't know,No,No,Yes,Yes,No,Maybe,No,Yes,2016,26-35
35,Male,Sweden,No,Yes,1,Often,100-500,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,No,2016,26-35
38,Male,United Kingdom,Yes,Yes,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,36-45
32,Male,United States of America,No,Yes,1,Often,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Yes,Maybe,No,Maybe,Yes,No,2016,26-35
42,Male,United States of America,No,Yes,1,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,36-45
33,Female,United States of America,No,Yes,1,Often,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,Yes,2016,26-35
35,Male,United Kingdom,No,No,0,Never,26-100,Yes,Yes,Don't know,No,No,No,Yes,Don't know,No,No,Yes,Yes,Yes,Maybe,I don't know,Yes,2016,26-35
24,Male,Russia,No,No,0,Never,500-1000,Yes,Yes,Don't know,No,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,Yes,2016,15-25
29,Other,United States of America,No,Yes,1,Sometimes,500-1000,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Yes,Yes,Yes,Maybe,No,No,2016,26-35
29,Male,United States of America,No,No,1,Sometimes,100-500,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,Yes,2016,26-35
24,Male,United Kingdom,No,No,0,Never,6-25,Yes,Yes,Don't know,No,No,No,No,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes,2016,15-25
30,Male,Sweden,No,Yes,1,Often,500-1000,Yes,Yes,Don't know,No,Yes,No,I don't know,Don't know,No,No,Yes,Maybe,No,Maybe,I don't know,Yes,2016,26-35
30,Male,United States of America,No,No,1,Often,26-100,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,No,No,No,Maybe,I don't know,Yes,2016,26-35
44,Male,United States of America,No,Yes,1,Often,6-25,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,No,No,Maybe,Maybe,I don't know,Yes,2016,36-45
37,Male,United Kingdom,No,No,0,Never,100-500,Yes,Yes,Yes,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,No,Yes,2016,36-45
28,Male,Germany,No,No,0,Never,500-1000,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,Yes,Yes,2016,26-35
42,Male,United States of America,No,Yes,1,Sometimes,100-500,Yes,Yes,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Maybe,Yes,Maybe,Maybe,Yes,Yes,2016,36-45
30,Female,United Kingdom,No,Yes,1,Sometimes,1-5,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Yes,Yes,No,Maybe,I don't know,Maybe,2016,26-35
36,Male,Russia,No,No,1,Often,100-500,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,Maybe,No,Maybe,No,Maybe,No,Yes,2016,36-45
30,Male,Russia,No,No,0,Never,500-1000,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,Maybe,Maybe,Maybe,Yes,Yes,2016,26-35
29,Male,United States of America,No,No,0,Never,6-25,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,No,Maybe,Maybe,Yes,Yes,2016,26-35
25,Male,United States of America,No,No,0,Never,500-1000,Yes,Yes,Don't know,No,I don't know,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,No,Yes,2016,15-25
25,Male,Belgium,No,No,0,Never,26-100,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes,2016,15-25
24,Male,Russia,No,No,0,Never,500-1000,No,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,Yes,2016,15-25
25,Male,Russia,No,No,1,Sometimes,More than 1000,Yes,Yes,No,No,No,No,No,Don't know,No,No,No,No,No,Maybe,No,Yes,2016,15-25
31,Male,Denmark,No,No,0,Never,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,2016,26-35
37,Male,Canada,No,Yes,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,No,Maybe,Maybe,Yes,Maybe,2016,36-45
35,Male,United States of America,No,No,0,Never,100-500,No,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,No,Yes,2016,26-35
26,Female,Spain,No,Yes,1,Often,6-25,Yes,Yes,Don't know,No,Yes,No,Yes,Don't know,No,Maybe,Yes,Yes,No,Maybe,I don't know,Yes,2016,26-35
31,Male,United Kingdom,No,No,0,Never,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,2016,26-35
29,Female,United States of America,No,Yes,1,Often,500-1000,Yes,Yes,Yes,I am not sure,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,Yes,Yes,2016,26-35
33,Male,France,No,Yes,0,Never,26-100,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,I don't know,Yes,2016,26-35
30,Male,India,No,No,0,Never,26-100,Yes,Yes,No,I am not sure,No,No,No,Don't know,No,No,Maybe,No,Maybe,Maybe,Yes,Yes,2016,26-35
30,Male,United States of America,No,No,0,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,No,Yes,2016,26-35
29,Female,United States of America,No,Yes,1,Sometimes,100-500,No,Yes,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,I don't know,No,2016,26-35
25,Female,United States of America,No,No,1,Often,26-100,Yes,Yes,Don't know,No,No,No,No,Don't know,No,Maybe,No,No,No,Maybe,No,No,2016,15-25
27,Male,United States of America,No,Yes,1,Never,More than 1000,No,No,Yes,Yes,Yes,No,Yes,Don't know,No,No,Maybe,Yes,Yes,Maybe,Yes,Maybe,2016,26-35
26,Male,Germany,No,No,0,Never,500-1000,Yes,Yes,Yes,I am not sure,No,No,Yes,Don't know,No,No,No,No,Maybe,Maybe,Yes,Yes,2016,26-35
38,Female,United States of America,No,Yes,0,Never,500-1000,Yes,Yes,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,2016,36-45
49,Male,United States of America,No,Yes,1,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,No,No,Don't know,No,No,Maybe,No,No,Maybe,No,No,2016,46+
30,Male,United States of America,No,Yes,0,Never,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,2016,26-35
34,Male,France,Yes,No,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
31,Male,Russia,No,No,0,Never,100-500,No,Yes,No,No,No,No,I don't know,Don't know,No,No,No,No,Yes,Maybe,I don't know,Yes,2016,26-35
29,Male,United States of America,Yes,Yes,1,Sometimes,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,26-35
31,Male,Germany,No,No,0,Never,100-500,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,Yes,Maybe,I don't know,Yes,2016,26-35
34,Male,Germany,No,No,1,Often,100-500,No,Yes,Don't know,I am not sure,Yes,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,Yes,Yes,2016,26-35
28,Male,United States of America,No,No,1,Often,6-25,Yes,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,Yes,Maybe,Maybe,Maybe,No,Yes,2016,26-35
35,Female,United Kingdom,Yes,Yes,1,Sometimes,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,26-35
27,Male,Germany,No,No,0,Never,500-1000,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,No,No,Maybe,No,Maybe,I don't know,Yes,2016,26-35
33,Male,Germany,Yes,No,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,26-35
37,Female,United States of America,No,No,1,Sometimes,6-25,Yes,Yes,Don't know,I am not sure,No,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,Maybe,Maybe,I don't know,Yes,2016,36-45
45,Male,United Kingdom,No,No,1,Often,More than 1000,Yes,Yes,Don't know,No,Yes,No,Yes,Don't know,No,No,Maybe,Maybe,No,Maybe,Yes,Yes,2016,36-45
31,Female,United States of America,No,Yes,1,Often,6-25,Yes,Yes,No,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,No,2016,26-35
36,Male,United States of America,No,No,0,Never,More than 1000,No,No,No,I am not sure,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,36-45
30,Male,United States of America,No,Yes,1,Often,500-1000,No,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,Yes,2016,26-35
33,Female,United States of America,No,Yes,1,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,Maybe,No,Maybe,No,Maybe,No,Yes,2016,26-35
45,Female,Canada,No,No,1,Sometimes,500-1000,Yes,Yes,Yes,I am not sure,No,No,I don't know,Don't know,No,No,No,No,No,Maybe,I don't know,Yes,2016,36-45
30,Female,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,Yes,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,No,2016,26-35
30,Male,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,No,Yes,2016,26-35
29,Male,United States of America,Yes,Yes,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,26-35
36,Male,Mexico,No,Yes,0,Sometimes,1-5,Yes,No,No,Yes,Yes,No,No,Don't know,No,No,Yes,Yes,Maybe,Maybe,No,Yes,2016,36-45
28,Male,United States of America,No,Yes,1,Often,26-100,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes,2016,26-35
36,Male,United States of America,No,No,1,Often,26-100,Yes,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,Yes,Yes,2016,36-45
37,Female,United States of America,No,Yes,1,Often,500-1000,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Maybe,No,No,Maybe,I don't know,No,2016,36-45
29,Male,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,I am not sure,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,Yes,2016,26-35
25,Male,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,2016,15-25
34,Female,United States of America,No,No,0,Never,26-100,Yes,Yes,Yes,No,Yes,No,Yes,Don't know,No,No,Maybe,Yes,No,Maybe,No,Yes,2016,26-35
37,Male,Canada,No,No,1,Never,More than 1000,Yes,No,Yes,Yes,Yes,No,Yes,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,Yes,Maybe,2016,36-45
40,Female,United States of America,No,Yes,1,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Maybe,2016,36-45
32,Male,United States of America,No,No,0,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,No,I don't know,Don't know,No,Maybe,Maybe,No,No,Maybe,No,No,2016,26-35
38,Male,United Kingdom,No,No,0,Never,26-100,No,Yes,Don't know,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,36-45
31,Female,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,I am not sure,Yes,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,No,No,2016,26-35
28,Female,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,I don't know,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2016,26-35
27,Female,United Kingdom,No,Yes,1,Often,100-500,Yes,Yes,No,No,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,26-35
28,Female,United States of America,No,No,1,Often,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,26-35
26,Male,Germany,No,Yes,1,Often,6-25,Yes,Yes,Don't know,Yes,No,No,I don't know,Don't know,No,No,No,Maybe,Maybe,Maybe,Yes,Yes,2016,26-35
40,Male,United States of America,No,Yes,1,Often,26-100,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,2016,36-45
42,Male,United States of America,No,No,1,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Maybe,2016,36-45
36,Male,United States of America,No,No,0,Never,26-100,No,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,Yes,Yes,2016,36-45
44,Male,United Kingdom,Yes,Yes,0,Sometimes,26-100,No,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,36-45
24,Male,United States of America,No,No,1,Often,500-1000,No,Yes,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,Maybe,Maybe,No,Maybe,No,Yes,2016,15-25
44,Male,United States of America,No,No,1,Sometimes,100-500,No,No,Don't know,I am not sure,No,No,I don't know,Don't know,No,Yes,No,Maybe,Maybe,Maybe,No,Maybe,2016,36-45
31,Male,United States of America,No,No,1,Sometimes,More than 1000,Yes,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,Yes,No,Maybe,Maybe,I don't know,Yes,2016,26-35
49,Male,United States of America,Yes,Yes,1,Often,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,No,Maybe,I don't know,Yes,2016,46+
27,Other,United States of America,No,Yes,0,Never,26-100,Yes,Yes,Yes,No,Yes,No,Yes,Don't know,No,Maybe,Maybe,No,Maybe,Maybe,I don't know,No,2016,26-35
27,Male,United States of America,No,Yes,1,Sometimes,More than 1000,Yes,Yes,Yes,I am not sure,I don't know,No,I don't know,Don't know,No,No,No,Maybe,No,Maybe,I don't know,Yes,2016,26-35
28,Male,United States of America,No,No,1,Never,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,26-35
20,Female,United States of America,No,Yes,1,Sometimes,6-25,No,Yes,Yes,Yes,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,No,Yes,2016,15-25
41,Male,Germany,Yes,Yes,0,Never,26-100,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,Yes,2016,36-45
38,Male,Australia,No,No,1,Never,100-500,Yes,No,No,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,I don't know,Yes,2016,36-45
29,Male,United States of America,No,Yes,0,Sometimes,100-500,No,Yes,Don't know,No,No,No,I don't know,Don't know,No,Maybe,No,No,No,Maybe,I don't know,No,2016,26-35
44,Female,United States of America,No,Yes,1,Often,100-500,Yes,Yes,Yes,No,No,No,I don't know,Don't know,No,No,Maybe,Maybe,No,Maybe,No,Yes,2016,36-45
